Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
6/3/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/4/2019,AQS,371010002,1,0.057,ppm,58,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/5/2019,AQS,371010002,1,0.049,ppm,45,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/6/2019,AQS,371010002,1,0.048,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/7/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/8/2019,AQS,371010002,1,0.034,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/9/2019,AQS,371010002,1,0.027,ppm,25,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/10/2019,AQS,371010002,1,0.033,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/11/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/12/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/13/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/14/2019,AQS,371010002,1,0.051,ppm,47,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/15/2019,AQS,371010002,1,0.055,ppm,51,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/16/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/17/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/18/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/19/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/20/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/21/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/22/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/23/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/24/2019,AQS,371010002,1,0.046,ppm,43,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/25/2019,AQS,371010002,1,0.051,ppm,47,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/26/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/27/2019,AQS,371010002,1,0.063,ppm,77,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/28/2019,AQS,371010002,1,0.059,ppm,64,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/29/2019,AQS,371010002,1,0.06,ppm,67,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
6/30/2019,AQS,371010002,1,0.053,ppm,49,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/1/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/2/2019,AQS,371010002,1,0.056,ppm,54,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/3/2019,AQS,371010002,1,0.066,ppm,87,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/4/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/5/2019,AQS,371010002,1,0.051,ppm,47,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/6/2019,AQS,371010002,1,0.045,ppm,42,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/7/2019,AQS,371010002,1,0.034,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/8/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/9/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/10/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/11/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/12/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/13/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/14/2019,AQS,371010002,1,0.057,ppm,58,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/15/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/16/2019,AQS,371010002,1,0.057,ppm,58,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/17/2019,AQS,371010002,1,0.041,ppm,38,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/18/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/19/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/20/2019,AQS,371010002,1,0.048,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/21/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/22/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/23/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/24/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/25/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/26/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/27/2019,AQS,371010002,1,0.051,ppm,47,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/28/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/29/2019,AQS,371010002,1,0.055,ppm,51,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/30/2019,AQS,371010002,1,0.053,ppm,49,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
7/31/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/1/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/2/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/3/2019,AQS,371010002,1,0.034,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/4/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/5/2019,AQS,371010002,1,0.035,ppm,32,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/6/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/7/2019,AQS,371010002,1,0.048,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/8/2019,AQS,371010002,1,0.051,ppm,47,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/9/2019,AQS,371010002,1,0.057,ppm,58,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/10/2019,AQS,371010002,1,0.053,ppm,49,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/11/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/12/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/13/2019,AQS,371010002,1,0.045,ppm,42,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/14/2019,AQS,371010002,1,0.044,ppm,41,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/15/2019,AQS,371010002,1,0.046,ppm,43,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/16/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/17/2019,AQS,371010002,1,0.035,ppm,32,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/18/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/19/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/20/2019,AQS,371010002,1,0.034,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/21/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/22/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/23/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/24/2019,AQS,371010002,1,0.023,ppm,21,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/25/2019,AQS,371010002,1,0.033,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/26/2019,AQS,371010002,1,0.027,ppm,25,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/27/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/28/2019,AQS,371010002,1,0.035,ppm,32,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/29/2019,AQS,371010002,1,0.049,ppm,45,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/30/2019,AQS,371010002,1,0.057,ppm,58,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
8/31/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/1/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/2/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/3/2019,AQS,371010002,1,0.037,ppm,34,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/6/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,15,88,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/7/2019,AQS,371010002,1,0.054,ppm,50,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/8/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/9/2019,AQS,371010002,1,0.037,ppm,34,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/10/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/11/2019,AQS,371010002,1,0.044,ppm,41,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/12/2019,AQS,371010002,1,0.059,ppm,64,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/13/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/14/2019,AQS,371010002,1,0.033,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/15/2019,AQS,371010002,1,0.032,ppm,30,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/16/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/17/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/18/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/19/2019,AQS,371010002,1,0.039,ppm,36,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/20/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/21/2019,AQS,371010002,1,0.045,ppm,42,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/22/2019,AQS,371010002,1,0.043,ppm,40,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/23/2019,AQS,371010002,1,0.045,ppm,42,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/24/2019,AQS,371010002,1,0.054,ppm,50,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/25/2019,AQS,371010002,1,0.049,ppm,45,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/26/2019,AQS,371010002,1,0.05,ppm,46,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/27/2019,AQS,371010002,1,0.041,ppm,38,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/28/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/29/2019,AQS,371010002,1,0.049,ppm,45,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
9/30/2019,AQS,371010002,1,0.048,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/1/2019,AQS,371010002,1,0.044,ppm,41,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/2/2019,AQS,371010002,1,0.048,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/3/2019,AQS,371010002,1,0.052,ppm,48,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/4/2019,AQS,371010002,1,0.053,ppm,49,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/5/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/6/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/7/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/8/2019,AQS,371010002,1,0.029,ppm,27,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/9/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/10/2019,AQS,371010002,1,0.035,ppm,32,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/11/2019,AQS,371010002,1,0.045,ppm,42,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/12/2019,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/13/2019,AQS,371010002,1,0.029,ppm,27,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/14/2019,AQS,371010002,1,0.044,ppm,41,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/15/2019,AQS,371010002,1,0.046,ppm,43,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/16/2019,AQS,371010002,1,0.03,ppm,28,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/17/2019,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/18/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/19/2019,AQS,371010002,1,0.038,ppm,35,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/20/2019,AQS,371010002,1,0.033,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/21/2019,AQS,371010002,1,0.031,ppm,29,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/22/2019,AQS,371010002,1,0.025,ppm,23,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/23/2019,AQS,371010002,1,0.042,ppm,39,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/24/2019,AQS,371010002,1,0.041,ppm,38,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/25/2019,AQS,371010002,1,0.037,ppm,34,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/26/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/27/2019,AQS,371010002,1,0.022,ppm,20,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/28/2019,AQS,371010002,1,0.04,ppm,37,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/29/2019,AQS,371010002,1,0.023,ppm,21,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/30/2019,AQS,371010002,1,0.018,ppm,17,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
10/31/2019,AQS,371010002,1,0.027,ppm,25,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/1/2020,AQS,371010002,1,0.047,ppm,44,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/2/2020,AQS,371010002,1,0.053,ppm,49,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/3/2020,AQS,371010002,1,0.036,ppm,33,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/4/2020,AQS,371010002,1,0.034,ppm,31,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/5/2020,AQS,371010002,1,0.031,ppm,29,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
3/6/2020,AQS,371010002,1,0.042,ppm,39,West Johnston Co.,17,100,44201,Ozone,47,39580,"Raleigh, NC",37,North Carolina,101,Johnston,35.59095,-78.4622
